accession	accession.version	taxid	gi
GCF002549755	GCF002549755.1	148641	
GCF900660655	GCF900660655.1	175036	
GCA900549975	GCA900549975.1	215238	
GCF000145275	GCF000145275.1	181396	
GCF003544855	GCF003544855.1	145229	
GCA001750625	GCA001750625.1	196570	
GCA004556345	GCA004556345.1	175457	
GCF001570405	GCF001570405.1	230590	
GCF002240415	GCF002240415.1	168991	
GCA003483885	GCA003483885.1	230687	
GCF001713395	GCF001713395.1	220945	
GCF000423125	GCF000423125.1	143373	
GCF000832125	GCF000832125.1	172271	
GCA007280935	GCA007280935.1	233579	
GCF002897295	GCF002897295.1	223236	
GCA002733215	GCA002733215.1	229765	
GCA002591725	GCA002591725.1	221484	
GCF002163975	GCF002163975.1	214896	
GCA003133075	GCA003133075.1	152733	
GCF002563695	GCF002563695.1	224925	
GCA900543715	GCA900543715.1	238310	
GCF001751245	GCF001751245.1	235611	
GCF000161795	GCF000161795.2	201835	
GCF004212645	GCF004212645.1	176946	
GCF001792775	GCF001792775.2	114907	
GCF004521915	GCF004521915.1	210369	
GCA003214855	GCA003214855.1	239998	
GCA001792465	GCA001792465.1	216058	
GCF003602095	GCF003602095.1	236068	
GCA001781335	GCA001781335.1	167092	
GCA002402575	GCA002402575.1	221796	
GCF900101085	GCF900101085.1	212472	
GCA002364615	GCA002364615.1	193287	
GCA002422945	GCA002422945.1	227212	
GCA003141315	GCA003141315.1	175816	
GCA002698365	GCA002698365.1	209098	
GCA003281005	GCA003281005.1	210072	
GCA002716385	GCA002716385.1	225228	
GCA002298995	GCA002298995.1	225101	
GCF004114895	GCF004114895.1	198906	
GCF000455325	GCF000455325.1	168061	
GCA002733865	GCA002733865.1	228419	
GCA002308595	GCA002308595.1	215744	
GCA000992345	GCA000992345.1	162090	
GCA900316715	GCA900316715.1	175645	
GCA002411385	GCA002411385.1	187369	
GCF001718955	GCF001718955.1	122175	
GCF000428485	GCF000428485.1	233003	
GCF000807775	GCF000807775.1	190800	
GCF004348575	GCF004348575.1	195619	
GCA002721675	GCA002721675.1	220176	
GCA002395465	GCA002395465.1	235981	
GCA004297945	GCA004297945.1	172882	
GCF000169195	GCF000169195.2	140271	
GCF000559025	GCF000559025.1	198724	
GCF900101275	GCF900101275.1	174474	
GCF900094575	GCF900094575.1	153885	
GCF002980555	GCF002980555.1	161878	
GCF001646645	GCF001646645.1	132129	
GCF900100345	GCF900100345.1	199989	
GCF001650725	GCF001650725.1	182550	
GCA003160115	GCA003160115.1	144314	
GCA003541875	GCA003541875.1	212025	
GCF900100485	GCF900100485.1	186609	
GCA002793215	GCA002793215.1	158846	
GCA003168295	GCA003168295.1	217697	
GCF000285515	GCF000285515.1	194562	
GCF004360155	GCF004360155.1	237934	
GCA003454335	GCA003454335.1	196041	
GCF001668625	GCF001668625.1	194326	
GCF001942415	GCF001942415.1	205143	
GCF000612625	GCF000612625.1	187879	
GCF003946445	GCF003946445.1	209796	
GCF001642875	GCF001642875.1	194898	
GCF001311845	GCF001311845.1	227973	
GCA003213555	GCA003213555.1	216938	
GCF001042905	GCF001042905.1	164147	
GCF000012465	GCF000012465.1	142970	
GCF000496695	GCF000496695.1	184889	
GCA001443005	GCA001443005.1	220373	
GCA004295015	GCA004295015.1	198801	
GCA003225075	GCA003225075.1	170167	
GCF900473175	GCF900473175.1	211609	
GCF004766055	GCF004766055.1	222767	
GCA003278255	GCA003278255.1	235407	
GCF900128955	GCF900128955.1	168727	
GCF000423845	GCF000423845.1	206309	
GCA002103075	GCA002103075.1	179232	
GCF900110615	GCF900110615.1	226875	
GCF000568405	GCF000568405.1	205971	
GCF000745325	GCF000745325.1	193450	
GCF001456355	GCF001456355.1	164279	
GCA001899255	GCA001899255.1	213211	
GCA000348785	GCA000348785.1	210707	
GCF001019615	GCF001019615.1	176592	
GCA002841025	GCA002841025.1	226096	
GCF002934005	GCF002934005.1	196257	
GCA000405945	GCA000405945.1	232640	
GCA002838945	GCA002838945.1	206099	
GCF005954645	GCF005954645.1	189774	
GCA003152195	GCA003152195.1	220861	
GCA900548355	GCA900548355.1	218039	
GCA000817095	GCA000817095.1	180862	
GCA004294005	GCA004294005.1	173185	
GCF000025965	GCF000025965.1	231411	
GCA002311335	GCA002311335.1	205167	
GCF002356555	GCF002356555.2	223217	
GCF004366375	GCF004366375.1	141826	
GCF003346715	GCF003346715.1	232480	
GCA002084355	GCA002084355.1	198601	
GCA003545085	GCA003545085.1	212771	
GCF003426775	GCF003426775.1	227144	
GCF900104265	GCF900104265.1	229269	
GCF000308695	GCF000308695.1	199430	
GCF003002025	GCF003002025.1	159429	
GCA003449595	GCA003449595.1	235867	
GCF006517435	GCF006517435.1	206978	
GCF003693265	GCF003693265.1	152089	
GCA002878065	GCA002878065.1	199536	
GCF003473295	GCF003473295.1	197686	
GCA003557565	GCA003557565.1	182217	
GCF004793685	GCF004793685.1	229789	
GCF001687585	GCF001687585.2	193260	
GCA003216955	GCA003216955.1	203435	
GCF000826685	GCF000826685.1	228478	
GCF000613725	GCF000613725.1	186671	
GCA002344205	GCA002344205.1	185657	
GCA001697145	GCA001697145.1	134999	
GCF000753435	GCF000753435.1	179765	
GCA002403075	GCA002403075.1	219064	
GCA003599195	GCA003599195.1	226270	
GCF001436275	GCF001436275.1	226157	
GCF004363315	GCF004363315.1	221114	
GCF004122165	GCF004122165.1	227119	
GCF001654835	GCF001654835.1	181869	
GCF000236705	GCF000236705.1	198229	
GCF002939785	GCF002939785.1	203453	
GCF000785985	GCF000785985.1	237463	
GCF004362195	GCF004362195.1	228937	
GCF003265355	GCF003265355.1	199545	
GCF001514265	GCF001514265.1	185374	
GCA001803185	GCA001803185.1	216606	
GCA001899795	GCA001899795.1	177518	
GCF001183605	GCF001183605.1	168599	
GCA002349565	GCA002349565.1	216766	
GCF000067165	GCF000067165.1	232644	
GCA002407725	GCA002407725.1	207068	
GCA003864455	GCA003864455.1	232457	
GCA006212045	GCA006212045.1	216989	
GCF002007235	GCF002007235.1	214524	
GCA900554645	GCA900554645.1	197466	
GCF000186385	GCF000186385.1	214932	
GCA002711005	GCA002711005.1	225324	
GCA002737625	GCA002737625.1	205347	
GCA900547965	GCA900547965.1	209513	
GCA003501835	GCA003501835.1	214076	
GCA002169935	GCA002169935.2	229314	
GCA900541955	GCA900541955.1	232187	
GCA002778635	GCA002778635.1	238469	
GCF004363245	GCF004363245.1	200816	
GCF000023205	GCF000023205.1	128501	
GCF002999035	GCF002999035.1	234181	
GCF002920175	GCF002920175.1	178018	
GCA001767195	GCA001767195.1	185547	
GCA002340425	GCA002340425.1	184048	
GCA900318955	GCA900318955.1	189477	
GCF001507325	GCF001507325.1	200773	
GCA002770795	GCA002770795.1	218913	
GCF000014285	GCF000014285.2	152452	
GCF004348325	GCF004348325.1	183299	
GCA002428625	GCA002428625.1	204684	
GCF002115805	GCF002115805.1	178279	
GCA002257205	GCA002257205.1	219023	
GCA002348365	GCA002348365.1	171307	
GCF000178415	GCF000178415.2	228124	
GCA002773975	GCA002773975.1	210987	
GCA900086645	GCA900086645.1	237983	
GCA005808665	GCA005808665.1	165583	
GCF006716315	GCF006716315.1	234705	
GCF900116175	GCF900116175.1	232301	
GCA001804815	GCA001804815.1	182869	
GCF900105595	GCF900105595.1	233274	
GCF001728805	GCF001728805.1	186390	
GCA002403455	GCA002403455.1	174939	
GCF002259745	GCF002259745.1	182700	
GCA003567295	GCA003567295.1	215967	
GCF001753165	GCF001753165.1	230315	
GCF001735765	GCF001735765.2	212600	
GCF000085865	GCF000085865.1	138580	
GCA001781465	GCA001781465.1	202551	
GCA005884705	GCA005884705.1	207392	
GCF001590905	GCF001590905.1	154453	
GCF000399685	GCF000399685.1	211336	
GCA900553015	GCA900553015.1	196491	
GCA002329605	GCA002329605.1	202257	
GCA001418385	GCA001418385.1	186514	
GCF001854325	GCF001854325.1	174739	
GCF002115825	GCF002115825.1	206426	
GCA003854995	GCA003854995.1	197130	
GCF900109655	GCF900109655.1	199858	
GCA900317915	GCA900317915.1	148238	
GCA003818205	GCA003818205.1	237819	
GCF900149695	GCF900149695.1	207696	
GCA900560745	GCA900560745.1	219206	
GCF900169515	GCF900169515.1	227249	
GCA007116765	GCA007116765.1	230323	
GCF000169155	GCF000169155.1	207883	
GCF900115225	GCF900115225.1	222239	
GCF004526345	GCF004526345.1	231706	
GCF005502445	GCF005502445.1	194590	
GCF000161835	GCF000161835.1	225555	
GCF003385955	GCF003385955.1	229131	
GCA003554445	GCA003554445.1	219220	
GCF004762155	GCF004762155.1	225434	
GCA002722295	GCA002722295.1	179602	
GCF000253115	GCF000253115.1	144961	
GCA002299465	GCA002299465.1	206723	
GCA002415335	GCA002415335.1	227035	
GCA002472145	GCA002472145.1	182539	
GCF900096765	GCF900096765.1	195547	
GCF002223185	GCF002223185.1	140164	
GCF900099625	GCF900099625.1	120176	
GCA007120565	GCA007120565.1	187966	
GCF000420865	GCF000420865.1	220772	
GCA002308615	GCA002308615.1	227928	
GCA001038565	GCA001038565.1	212663	
GCF001438655	GCF001438655.1	201346	
GCF002902365	GCF002902365.1	135433	
GCF001544375	GCF001544375.1	193835	
GCF900103445	GCF900103445.1	204406	
GCA004563405	GCA004563405.1	235947	
GCA002632355	GCA002632355.1	224861	
GCF004799345	GCF004799345.1	179444	
GCF000420405	GCF000420405.1	153488	
GCF000231405	GCF000231405.2	216326	
GCF001922545	GCF001922545.1	137037	
GCA003140215	GCA003140215.1	175469	
GCF003966155	GCF003966155.1	199555	
GCA002773855	GCA002773855.1	210701	
GCF900636765	GCF900636765.1	182134	
GCF001612575	GCF001612575.1	172280	
GCF003386235	GCF003386235.1	239769	
GCA900540705	GCA900540705.1	235396	
GCA005879095	GCA005879095.1	201619	
GCF004124405	GCF004124405.1	163583	
GCF002551815	GCF002551815.1	160386	
GCF001559775	GCF001559775.1	239433	
GCA003511945	GCA003511945.1	195870	
GCA000428345	GCA000428345.2	221918	
GCF002904335	GCF002904335.1	226885	
GCF003259895	GCF003259895.1	176864	
GCF004339505	GCF004339505.1	205937	
GCF000230675	GCF000230675.1	189667	
GCA003639005	GCA003639005.1	226034	
GCA900541945	GCA900541945.1	206373	
GCA003648765	GCA003648765.1	216451	
GCA003242585	GCA003242585.1	220635	
GCF003635165	GCF003635165.1	195851	
GCF002964785	GCF002964785.1	228692	
GCF000008385	GCF000008385.1	172558	
GCF001311925	GCF001311925.1	232069	
GCA001820675	GCA001820675.1	237908	
GCA002898535	GCA002898535.1	232721	
GCF000160575	GCF000160575.1	168126	
GCF005780165	GCF005780165.1	211301	
GCF000737315	GCF000737315.1	211718	
GCF900060185	GCF900060185.1	239569	
GCA000438355	GCA000438355.1	190618	
GCF001425465	GCF001425465.1	238210	
GCA003224135	GCA003224135.1	206210	
GCF002154345	GCF002154345.1	152119	
GCF003391395	GCF003391395.1	133346	
GCF003628535	GCF003628535.1	197718	
GCF000766795	GCF000766795.1	217041	
GCF003289955	GCF003289955.1	184771	
GCA003447235	GCA003447235.1	175931	
GCF000620045	GCF000620045.1	200135	
GCA007117675	GCA007117675.1	224592	
GCF000761545	GCF000761545.1	229512	
GCA001874145	GCA001874145.1	219519	
GCF000787375	GCF000787375.1	233906	
GCA003507445	GCA003507445.1	189737	
GCA900321575	GCA900321575.1	234061	
GCF003634095	GCF003634095.1	236613	
GCF001307805	GCF001307805.1	212644	
GCF001942625	GCF001942625.1	167444	
GCF900113765	GCF900113765.1	190910	
GCA002687015	GCA002687015.1	224601	
GCF900141745	GCF900141745.1	195961	
GCA002706765	GCA002706765.1	182166	
GCF000463075	GCF000463075.2	193472	
GCF900105845	GCF900105845.1	199877	
GCA003132405	GCA003132405.1	152781	
GCF002355595	GCF002355595.1	185934	
GCA000433635	GCA000433635.1	162258	
GCF000403335	GCF000403335.2	219794	
GCF000014805	GCF000014805.1	125026	
GCA000436075	GCA000436075.1	171279	
GCF000156115	GCF000156115.1	184494	
GCA003343605	GCA003343605.1	197836	
GCF900499075	GCF900499075.1	213314	
GCF006546835	GCF006546835.1	164391	
GCF003116815	GCF003116815.1	207553	
GCA000991245	GCA000991245.1	152630	
GCF900116435	GCF900116435.1	153694	
GCF003048205	GCF003048205.2	162595	
GCF003946655	GCF003946655.1	200093	
GCA002730475	GCA002730475.1	233128	
GCA002340305	GCA002340305.1	179184	
GCA002352605	GCA002352605.1	220453	
GCF000772045	GCF000772045.1	169496	
GCA002394965	GCA002394965.1	209697	
GCF000472705	GCF000472705.1	188395	
GCF000170755	GCF000170755.1	240084	
GCA002727395	GCA002727395.1	238253	
GCA003532515	GCA003532515.1	237064	
GCF001044425	GCF001044425.1	224171	
GCF000440555	GCF000440555.1	163444	
GCF004923255	GCF004923255.1	216441	
GCA900319925	GCA900319925.1	238994	
GCF001442625	GCF001442625.1	220811	
GCF000368085	GCF000368085.1	120331	
GCA003218265	GCA003218265.1	189777	
GCA003279705	GCA003279705.1	179605	
GCF900108515	GCF900108515.1	163306	
GCA004375785	GCA004375785.1	203466	
GCF000011445	GCF000011445.1	141716	
GCA003696725	GCA003696725.1	228501	
GCA001899145	GCA001899145.1	226173	
GCA002299555	GCA002299555.1	215298	
GCF004114425	GCF004114425.1	184811	
GCF003287275	GCF003287275.1	218122	
GCF003688405	GCF003688405.1	204821	
GCF000969705	GCF000969705.1	212174	
GCF003942675	GCF003942675.1	153036	
GCA900316355	GCA900316355.1	217810	
GCF002564105	GCF002564105.1	228996	
GCF002866065	GCF002866065.1	185602	
GCF001399455	GCF001399455.2	189336	
GCF900215605	GCF900215605.1	173452	
GCA900553435	GCA900553435.1	198433	
GCF003932495	GCF003932495.1	203944	
GCA002280615	GCA002280615.1	216809	
GCF000425965	GCF000425965.1	234900	
GCA002239045	GCA002239045.1	199146	
GCF000026125	GCF000026125.1	203395	
GCF000008885	GCF000008885.1	205800	
GCA001464575	GCA001464575.1	198677	
GCF000183565	GCF000183565.1	185478	
GCA001823105	GCA001823105.1	216181	
GCF000384655	GCF000384655.1	210896	
GCF003387615	GCF003387615.1	211029	
GCF001433875	GCF001433875.1	126389	
GCA900546345	GCA900546345.1	225605	
GCF000215105	GCF000215105.1	211579	
GCF001940245	GCF001940245.1	203655	
GCA002839825	GCA002839825.1	231500	
GCA900542765	GCA900542765.1	233037	
GCF000974445	GCF000974445.1	186839	
GCF001995985	GCF001995985.1	209828	
GCA003576975	GCA003576975.1	200700	
GCA900555935	GCA900555935.1	219075	
GCF900454475	GCF900454475.1	229671	
GCA900548225	GCA900548225.1	193137	
GCA002440225	GCA002440225.1	193868	
GCF900637585	GCF900637585.1	152686	
GCF004362665	GCF004362665.1	220917	
GCA002841115	GCA002841115.1	238582	
GCF000504285	GCF000504285.1	236689	
GCF001997385	GCF001997385.1	222628	
GCF001277295	GCF001277295.1	165381	
GCF001544515	GCF001544515.1	239070	
GCA007095785	GCA007095785.1	183174	
GCF002846495	GCF002846495.1	201261	
GCA900316665	GCA900316665.1	228334	
GCA002353275	GCA002353275.1	215619	
GCF001404675	GCF001404675.1	140597	
GCF003416895	GCF003416895.1	182669	
GCF003060865	GCF003060865.1	218466	
GCF001482195	GCF001482195.1	233312	
GCF900169265	GCF900169265.1	181938	
GCF002286815	GCF002286815.1	207251	
GCF003996965	GCF003996965.1	229533	
GCA003483745	GCA003483745.1	190392	
GCA002316545	GCA002316545.1	188318	
GCA003136215	GCA003136215.1	188903	
GCA005887825	GCA005887825.1	202456	
GCF003958645	GCF003958645.1	235098	
GCF001492295	GCF001492295.1	130988	
GCF000466585	GCF000466585.1	222065	
GCA007130365	GCA007130365.1	182342	
GCA001773455	GCA001773455.1	218996	
GCA002067815	GCA002067815.1	215732	
GCA003173915	GCA003173915.1	200114	
GCA001774395	GCA001774395.1	174464	
GCF001984015	GCF001984015.1	167062	
GCF900156685	GCF900156685.1	193570	
GCF900101885	GCF900101885.1	239276	
GCA001775475	GCA001775475.1	211083	
GCA002479765	GCA002479765.1	225103	
GCA900548175	GCA900548175.1	199017	
GCA900549825	GCA900549825.1	209928	
GCA003551155	GCA003551155.1	205882	
GCF000332215	GCF000332215.1	219567	
GCF000377965	GCF000377965.1	194480	
GCF002646595	GCF002646595.1	196103	
GCA002376595	GCA002376595.1	223269	
GCA002481295	GCA002481295.1	171618	
GCA002382045	GCA002382045.1	209369	
GCA003246575	GCA003246575.1	221196	
GCA900318685	GCA900318685.1	234186	
GCA005116945	GCA005116945.1	222694	
GCA002162925	GCA002162925.1	227162	
GCA002398105	GCA002398105.1	144267	
GCF000213615	GCF000213615.1	177362	
GCF003149455	GCF003149455.1	227584	
GCA003559755	GCA003559755.1	188296	
GCF005502885	GCF005502885.1	216283	
GCF001425265	GCF001425265.1	211804	
GCA003132125	GCA003132125.1	214175	
GCF002278135	GCF002278135.2	156192	
GCF000619925	GCF000619925.1	232969	
GCF002286965	GCF002286965.1	209714	
GCA002328745	GCA002328745.1	215047	
GCA007126515	GCA007126515.1	198424	
GCA900556625	GCA900556625.1	219214	
GCF006337065	GCF006337065.1	207510	
GCA002733135	GCA002733135.1	234781	
GCA002314515	GCA002314515.1	199656	
GCA004356825	GCA004356825.1	176389	
GCA002083365	GCA002083365.1	209432	
GCA002727775	GCA002727775.1	180230	
GCF004770615	GCF004770615.1	182299	
GCF003814695	GCF003814695.1	236123	
GCA003131925	GCA003131925.1	213086	
GCF000333335	GCF000333335.1	215198	
GCA003534055	GCA003534055.1	190671	
GCF000613945	GCF000613945.1	218813	
GCA002723345	GCA002723345.1	238193	
GCF001722355	GCF001722355.1	236740	
GCA002686915	GCA002686915.1	196031	
GCF004519315	GCF004519315.1	210171	
GCA002440745	GCA002440745.1	229359	
GCF000420045	GCF000420045.1	226587	
GCF000260985	GCF000260985.4	180188	
GCF900106855	GCF900106855.1	232451	
GCA002328865	GCA002328865.1	161434	
GCA002841695	GCA002841695.1	235792	
GCA002793195	GCA002793195.1	176761	
GCA002742885	GCA002742885.1	216917	
GCF003008555	GCF003008555.1	195814	
GCA003542015	GCA003542015.1	195635	
GCA900552075	GCA900552075.1	237835	
GCA003045825	GCA003045825.1	162496	
GCF003994255	GCF003994255.1	158740	
GCF003050615	GCF003050615.1	234784	
GCF000619885	GCF000619885.1	239951	
GCF003055625	GCF003055625.1	228040	
GCF002927165	GCF002927165.1	139686	
GCA004796425	GCA004796425.1	194338	
GCF003609975	GCF003609975.1	169204	
GCA003141205	GCA003141205.1	229345	
GCA900544395	GCA900544395.1	204396	
GCA002716125	GCA002716125.1	234266	
GCA002310215	GCA002310215.1	187022	
GCF001038205	GCF001038205.1	179658	
GCF000373925	GCF000373925.1	219964	
GCA003135635	GCA003135635.1	233045	
GCF000152785	GCF000152785.1	207675	
GCA000996895	GCA000996895.1	144878	
GCF005222955	GCF005222955.1	223545	
GCA004799495	GCA004799495.1	213276	
GCA003161575	GCA003161575.1	204967	
GCF000455605	GCF000455605.1	194800	
GCF004342915	GCF004342915.1	194962	
GCF001634285	GCF001634285.1	239751	
GCF001667265	GCF001667265.1	209458	
GCF000970795	GCF000970795.1	224638	
GCA001003705	GCA001003705.1	164841	
GCA002490665	GCA002490665.1	221301	
GCF001412105	GCF001412105.1	194263	
GCA002715425	GCA002715425.1	196416	
GCF900129805	GCF900129805.1	209181	
GCF004804275	GCF004804275.1	233947	
GCA002420015	GCA002420015.1	174342	
GCA002698235	GCA002698235.1	192935	
GCA002773725	GCA002773725.1	235968	
GCF004403945	GCF004403945.1	235328	
GCF900240285	GCF900240285.1	213727	
GCF000285495	GCF000285495.1	203050	
GCA003551405	GCA003551405.1	179504	
GCA004369205	GCA004369205.1	177693	
GCF900184945	GCF900184945.1	216398	
GCF900109895	GCF900109895.1	205150	
GCA003225005	GCA003225005.1	237023	
GCA003509785	GCA003509785.1	165308	
GCF900105905	GCF900105905.1	170056	
GCA002440805	GCA002440805.1	218781	
GCA002290555	GCA002290555.1	181220	
GCA900552155	GCA900552155.1	211738	
GCF002846205	GCF002846205.1	176378	
GCF006742205	GCF006742205.1	106250	
GCF003863355	GCF003863355.1	235267	
GCF900187165	GCF900187165.1	160159	
GCF002949795	GCF002949795.1	196024	
GCA001771185	GCA001771185.1	179294	
GCF000981505	GCF000981505.1	150803	
GCF002368035	GCF002368035.1	208786	
GCA002686945	GCA002686945.1	223853	
GCF000813985	GCF000813985.1	221657	
GCF002210235	GCF002210235.1	176179	
GCF003177035	GCF003177035.1	190115	
GCF000722685	GCF000722685.1	203011	
GCF003403295	GCF003403295.1	208220	
GCA001771535	GCA001771535.1	176653	
GCF001281405	GCF001281405.1	237796	
GCF002939985	GCF002939985.1	143635	
GCF003390325	GCF003390325.1	236076	
GCA002691165	GCA002691165.1	210579	
GCF003269425	GCF003269425.1	226693	
GCF003046585	GCF003046585.1	178665	
GCA002067555	GCA002067555.1	201475	
GCA001898835	GCA001898835.1	208014	
GCF003369795	GCF003369795.1	226328	
GCA004322045	GCA004322045.1	201948	
GCF900473205	GCF900473205.1	180558	
GCA003245835	GCA003245835.1	197896	
GCF006151805	GCF006151805.1	214003	
GCF900111885	GCF900111885.1	226310	
GCF001280595	GCF001280595.1	230454	
GCF900156835	GCF900156835.1	222437	
GCF001591585	GCF001591585.1	162025	
GCA900553185	GCA900553185.1	233407	
GCA002899765	GCA002899765.1	229854	
GCA003512585	GCA003512585.1	164771	
GCF006438825	GCF006438825.1	228078	
GCF001942305	GCF001942305.1	223192	
GCA003517845	GCA003517845.1	221287	
GCF002093625	GCF002093625.1	186797	
GCF002086515	GCF002086515.1	175523	
GCA007121055	GCA007121055.1	202929	
GCF003403075	GCF003403075.1	226691	
GCA003563755	GCA003563755.1	219846	
GCF000412185	GCF000412185.1	206619	
GCF003056335	GCF003056335.1	233254	
GCF000367365	GCF000367365.1	238127	
GCF003076515	GCF003076515.1	153059	
GCA002422795	GCA002422795.1	227179	
GCA003497445	GCA003497445.1	200578	
GCF003611585	GCF003611585.1	226186	
GCF003144505	GCF003144505.1	226841	
GCA002697665	GCA002697665.1	202783	
